"title","rate","cuisine","location","address","street","price_from","price_till","url"
"Cremelin",4.27,"Kafe","Cihampelas",,"Jl. Abdul Rivai No. 3A, Cihampelas, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/cremelin-cihampelas"
"Kohai Sushi Bar",4.35,"Jepang","Kuningan","Kuningan Guest House","Jl. Perintis No. 16, Kuningan, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/kohai-sushi-bar-kuningan"
"Papercup Coffee",4.14,"Kafe","Kayoon","SPBU Kayoon","Jl. Kayoon No. 48, Kayoon, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/papercup-coffee-kayoon"
"KINA",4.11,"Kafe","Senopati",,"Jl. Birah II No. 82, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/kina-senopati"
"De Mandailing Cafe N Eatery",4.07,"Kafe","Klampis",,"Jl. Klampis Jaya No. 144, Klampis, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-klampis-2"
"Sushi Tei",4.09,"Jepang","Pondok Indah","Pondok Indah Mall 2, Lantai 1","Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-pondok-indah"
"Putu Made",4.06,"Indonesia","Senayan","Senayan City, Lantai 5","Jl. Asia Afrika, Senayan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/putu-made-senayan"
"Mala Kitchen",4.21,"China","Kelapa Gading",,"Jl. Boulevard Raya Blok QJ3 No. 11, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/mala-kitchen-kelapa-gading"
"Boogie Woogie Sandwich Bar",4.24,"Barat","Senopati",,"Jl. Senayan No. 87B, Senopati, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/boogie-woogie-sandwich-bar-senopati"
"Sushimas",4.27,"Jepang","Beji",,"Jl. Margonda Raya No. 207, Beji, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/sushimas-beji"
"Kimukatsu",4.19,"Jepang","Cimanggis","Trans Studio Mall Cibubur, Lantai 3","Jl. Raya Alternatif Cibubur No. 230, Cimanggis, Depok",50000,100000,"https://pergikuliner.com/restaurants/depok/kimukatsu-cimanggis"
"Old Ben's",4.08,"Kafe","Dago Bawah",,"Jl. Diponegoro No. 3A, Dago Bawah, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/old-ben-s-dago-bawah"
"Arts Cafe - Raffles Jakarta Hotel",4.13,"Barat","Karet Kuningan","Raffles Jakarta Hotel, Lantai 1","Jl. Prof Dr Satrio No. 3 - 5, Karet Kuningan, Setiabudi, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/arts-cafe-raffles-jakarta-hotel-karet-kuningan"
"Phyllo Coffee",4.06,"Kafe","Kelapa Gading","Kirana Park Avenue","Jl. Boulevard Raya No. 1, Kelapa Gading, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/phyllo-coffee-kelapa-gading"
"Bikin Kopi",4.4,"Kafe","Bogor Tengah",,"Jl. Sangga Buana No. 4, Bogor Tengah, Bogor",0,50000,"https://pergikuliner.com/restaurants/bogor/bikin-kopi-bogor-tengah"
"B'Steak Grill & Pancake",4.09,"Barat","Muara Karang",,"Jl. Muara Karang Raya No. 42, Muara Karang, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/b-steak-grill-dan-pancake-muara-karang"
"Marka Coffee Kitchen",4.06,"Kafe","Burangrang",,"Jl. Talaga Bodas No. 32, Burangrang, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/marka-coffee-kitchen-burangrang"
"Toast Box",4.22,"Kafe, Singapura","Puri","Puri Indah Mall, Lantai Ground","Jl. Puri Indah Raya, Puri, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/toast-box-puri"
"Simetri Coffee Roasters",4.25,"Kafe","Bekasi Utara","Bekasi CBD, La Spezia","Jl. Bulevar Ahmad Yani No. 56A - B, Bekasi Utara, Bekasi",50000,100000,"https://pergikuliner.com/restaurants/bekasi/simetri-coffee-roasters-bekasi-utara"
"Gyu Kaku",4.3,"Jepang","Dago Bawah",,"Jl. Pangeran Kornel No. 7, Dago Bawah, Bandung",200000,,"https://pergikuliner.com/restaurants/bandung/gyu-kaku-dago-bawah"
"Bilbao Brasserie",4.15,"Barat","Riau",,"Jl. Cimanuk No. 12, Riau, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/bilbao-brasserie-riau"
"Mojin Coffee",4.23,"Kafe","Gading Serpong","Ruko L'agricola, Blok A No. 7","Jl. Curug Sangereng Gading Serpong, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/mojin-coffee-gading-serpong"
"Amertha Warung Coffee",4.3,"Indonesia","Blok M",,"Jl. Bumi No. 18, Blok M, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/amertha-warung-coffee-blok-m"
"Boncafe",4.23,"Barat","Gubeng",,"Jl. Raya Gubeng No. 46, Gubeng, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/boncafe-gubeng"
"Ramen SeiRock-Ya",4.07,"Jepang","Gandaria",,"Jl. KH Ahmad Dahlan No. 22A, Gandaria, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/ramen-seirock-ya-gandaria"
"Kintaro Sushi",4.08,"Jepang","Senopati",,"Jl. Suryo No. 20, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/kintaro-sushi-senopati"
"William's",4.15,"Barat, Indonesia","Senopati",,"Jl. Tulodong Atas No. 28, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/william-s-senopati"
"Osteria Gia",4.19,"Italia","Thamrin","Plaza Indonesia, Lantai 1","Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/osteria-gia-thamrin"
"Bakmi Jogja Trunojoyo",4.16,"Indonesia","Tegalsari",,"Jl. Tegalsari No. 47, Tegalsari, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/bakmi-jogja-trunojoyo-tegalsari"
"Playroast",4.21,"Kafe","Ngagel","BNL Patent, Lantai 2","Jl. Raya Ngagel Jaya No. 40, Ngagel, Surabaya",0,50000,"https://pergikuliner.com/restaurants/surabaya/playroast-ngagel"
"Djournal Coffee",4.12,"Kafe","SCBD","Pacific Place Mall, Lantai 1","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/djournal-coffee-scbd"
"Holycow! STEAKHOUSE by Chef Afit",4.23,"Barat","Gading Serpong","Ruko Mendrisio 3, Blok B No. 31","Jl. BSD Raya Utama, Gading Serpong, Serpong, Tangerang",200000,,"https://pergikuliner.com/restaurants/tangerang/holycow-steakhouse-by-chef-afit-gading-serpong"
"Broiler Coffee",4.26,"Kafe","Medan Satria","Kota Harapan Indah, Ruko Commercial Park, Blok CP2.2 No. 5","Jl. Boulevard Harapan Indah, Medan Satria, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/broiler-coffee-medan-satria"
"Say Something Coffee",4.06,"Kafe","Meruya","Ruko Grand Aries Niaga, Blok G1 No. 2O","Jl. Taman Aries, Meruya, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/say-something-coffee-meruya"
"Moon Chicken",4.3,"","Senopati",,"Jl. Suryo No. 11, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/moon-chicken-senopati-2"
"Pasta, Bitte!",4.2,"Italia","Kemang",,"Jl. Kemang Selatan I No. 20F, Kemang, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pasta-bitte-kemang"
"RamenYA",4.19,"Jepang","Slipi","Central Park, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/ramenya-slipi-2"
"LOF Coffee & Tea",4.17,"Kafe","Fatmawati",,"Jl. Haji Junaedi No. 2A, Fatmawati, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/lof-coffee-dan-tea-fatmawati"
"SATURDAYS",4.14,"Kafe","Karet Kuningan","Lotte Shopping Avenue, Lantai 1","Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/saturdays-karet-kuningan"
"Toko Kopi Tuku",4.02,"Minuman","Senopati","Pasar Santa, Lantai Dasar","Jl. Cipaku I, Senopati, Kebayoran Baru, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/toko-kopi-tuku-senopati-2"
"Harum Manis",4.15,"Indonesia","Tanah Abang","Apartemen Pavilion Sudirman, Lantai Ground","Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/harum-manis-tanah-abang"
"Daun Muda Soulfood by Andrea Peresthu",4.14,"Indonesia","Senopati",,"Jl. Wolter Monginsidi No. 2A, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/daun-muda-soulfood-by-andrea-peresthu-senopati"
"Platon Coffee",4.25,"Kafe","Alam Sutera","Ruko Crystal Lane, No. 21","Jl. Bhayangkara, Alam Sutera, Serpong, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/platon-coffee-alam-sutera"
"Bunga Rampai",4.09,"Indonesia","Menteng",,"Jl. Teuku Cik Ditiro No. 46, Menteng, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/bunga-rampai-menteng"
"Edelweiss Tea & Coffee House",4.16,"Kafe","Ciumbuleuit",,"Jl. Neglasari Dalam No. 7, Ciumbuleuit, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/edelweiss-tea-dan-coffee-house-ciumbuleuit"
"Creamery One-Seventeen",4.07,"Es Krim","Gading Serpong","Ruko Beryl 3, No. 17 - 18","Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/creamery-one-seventeen-gading-serpong-2"
"Tsuin Coffee",4.31,"Kafe","Bogor Utara",,"Jl. Achmad Sobana (Bangbarung Raya) No. 7A, Bogor Utara, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/tsuin-coffee-bogor-utara"
"Kyo Coffee",4.23,"Kafe","Makasar",,"Jl. Wirajasa Blok ZN No. 1, Makasar, Jakarta Timur",0,50000,"https://pergikuliner.com/restaurants/jakarta/kyo-coffee-makasar"
"Okinawa Sushi",4.29,"Jepang","Slipi","Central Park, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/okinawa-sushi-slipi"
"La Isola",4.19,"Kafe","Bogor Selatan",,"Jl. Batu Tulis No. 45, Bogor Selatan, Bogor",50000,100000,"https://pergikuliner.com/restaurants/bogor/la-isola-bogor-selatan"
"Kava Restaurant - Fairfield by Marriott Surabaya",4.51,"Barat, Indonesia","Dukuh Pakis","Fairfield by Marriott Surabaya, Lantai 5","Jl. Mayjen Sungkono No. 178, Dukuh Pakis, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/kava-restaurant-fairfield-by-marriott-surabaya-dukuh-pakis"
"Genki Sushi",4.11,"Jepang","Slipi","Central Park, Lantai Upper Ground, SOGO","Jl. Letjen S. Parman, Slipi, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/genki-sushi-slipi"
"Chill Bill Coffees & Platters",4.13,"Kafe","Bintaro","Ruko Emerald Boulevard, Blok AA2 No. 52","Jl. Jombang Raya (Bintaro Sektor 9), Bintaro, Tangerang Selatan",50000,100000,"https://pergikuliner.com/restaurants/tangerang/chill-bill-coffees-dan-platters-bintaro"
"Harlan + Holden Because Coffee",4.12,"Kafe","SCBD","Pacific Place Mall, Lantai 1","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/harlan-holden-because-coffee-scbd"
"Gioi Asian Bistro & Lounge",4.08,"Barat, Indonesia","Senopati",,"Jl. Senopati No. 88, Senopati, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/gioi-asian-bistro-dan-lounge-senopati"
"Soto Betawi H. Mamat",4.2,"Indonesia","Tomang",,"Jl. Mandala Raya No. 10, Tomang, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/soto-betawi-h-mamat-tomang"
"Shu Guo Yin Xiang",4.23,"China","Thamrin","Plaza Indonesia, Lantai 4","Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,,"https://pergikuliner.com/restaurants/jakarta/shu-guo-yin-xiang-thamrin"
"Chief Coffee",4.08,"Kafe","Senopati",,"Jl. Ciragil I No. 11, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/chief-coffee-senopati"
"Braga Permai",4.06,"Indonesia, Barat, Belanda","Braga",,"Jl. Braga No. 58, Braga, Bandung",100000,200000,"https://pergikuliner.com/restaurants/bandung/braga-permai-braga"
"Boncafe",4.35,"Barat","Manyar",,"Jl. Manyar Kertoarjo V No. 1 - 5, Manyar, Surabaya",100000,200000,"https://pergikuliner.com/restaurants/surabaya/boncafe-manyar"
"Home Gelato & Cafe",4.38,"Kafe","Bekasi Barat","Komplek Masnaga, Blok A No. 106","Jl. Kelud, Bekasi Barat, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/home-gelato-dan-cafe-bekasi-barat"
"Toko Kopi Tuku",4.15,"Kafe","Bintaro",,"Jl. Bintaro Taman Barat Blok J1 No. 1 (Bintaro Sektor 1), Bintaro, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/toko-kopi-tuku-bintaro"
"Sale Italian Kitchen",4.1,"Italia","BSD","The Icon Business Park, Blok D No. 9","Jl. BSD Raya Barat, BSD, Serpong, Tangerang Selatan",100000,200000,"https://pergikuliner.com/restaurants/tangerang/sale-italian-kitchen-bsd"
"Sushi Hiro",4.47,"Jepang","SCBD","Pacific Place Mall, Lantai 5","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-hiro-scbd"
"Alfa X",4.53,"Kafe","Slipi",,"Jl. Letjen S. Parman (Samping Untar 1), Slipi, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/alfa-x-slipi"
"Paviljoen",4.28,"Indonesia","Tegalsari",,"Jl. Dinoyo No. 130, Tegalsari, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/paviljoen-tegalsari"
"Plataran Dharmawangsa",4.32,"Indonesia","Darmawangsa",,"Jl. Darmawangsa Raya No. 6, Darmawangsa, Kebayoran Baru, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/plataran-dharmawangsa-darmawangsa"
"Maximo Resto & Garden - Puri Setiabudhi Residence Hotel",4.2,"Kafe","Setiabudhi","Puri Setiabudhi Residence Hotel, Lantai 1","Jl. Setiabudhi No. 378, Setiabudhi, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/maximo-resto-dan-garden-puri-setiabudhi-residence-hotel-setiabudhi"
"Typica Kopi",4.19,"Kafe","Mulyorejo","Ruko San Antonio, Blok N1 No. 83","Jl. Kalisari Utara I, Mulyorejo, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/typica-kopi-mulyorejo"
"Hachi Grill",4.2,"Jepang","Alam Sutera",,"Jl. Sutera Niaga III No. 2, Alam Sutera, Serpong, Tangerang Selatan",200000,,"https://pergikuliner.com/restaurants/tangerang/hachi-grill-alam-sutera"
"D'Jawa Cafe & Resto",4.21,"Indonesia","Gubeng",,"Jl. Jawa No. 33, Gubeng, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/d-jawa-cafe-dan-resto-gubeng"
"Lazy Boss",4.15,"Kafe","Kelapa Gading",,"Jl. Pelepah Elok I Blok QA2 No. 6, Kelapa Gading, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/lazy-boss-kelapa-gading-2"
"Kopi Dari Hati",4.21,"Kafe","Bekasi Utara","Ruko Burgundy Orchard Summarecon, Blok RAL No. 29","Jl. Perjuangan, Bekasi Utara, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/kopi-dari-hati-bekasi-utara-2"
"Starbucks Coffee",4.08,"Kafe","Benda","Soekarno Hatta International Airport Terminal 3 Ultimate, Domestic Departure","Jl. Raya Bandara, Benda, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/starbucks-coffee-benda-4"
"Holycow! STEAKHOUSE by Chef Afit",4.31,"Barat","Tegalsari",,"Jl. Pregolan Bunder No. 44, Tegalsari, Surabaya",200000,,"https://pergikuliner.com/restaurants/surabaya/holycow-steakhouse-by-chef-afit-tegalsari-2"
"By Anind",4.15,"Jepang","Pancoran",,"Jl. Duren Tiga Indah V Blok I No. 9, Pancoran, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/by-anind-pancoran"
"WoodFire Gourmet Burger",4.15,"Barat","Setiabudhi","Ta-Da! Collective","Jl. Dr. Setiabudhi No. 159, Setiabudhi, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/woodfire-gourmet-burger-setiabudhi"
"BitterSweet by Najla",4.07,"Kafe","Kalibata",,"Jl. Kalibata Timur Raya No. 31, Kalibata, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/bittersweet-by-najla-kalibata"
"Mama(m)",4.13,"Indonesia","Muara Karang",,"Jl. Pluit Karang Barat Blok P2 Selatan No. 86, Muara Karang, Penjaringan, Jakarta Utara",50000,100000,"https://pergikuliner.com/restaurants/jakarta/mama-m-muara-karang"
"Mlinjo Cafe & Resto",4.1,"Indonesia","Tomang",,"Jl. Kemuning No. 50, Tomang, Jakarta Barat",0,50000,"https://pergikuliner.com/restaurants/jakarta/mlinjo-cafe-dan-resto-tomang"
"Steak On Top",4.16,"Barat","Kelapa Gading","Wisma Mertha, Lantai 3","Jl. Kelapa Kopyor Blok BC2 No. 14, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/steak-on-top-kelapa-gading"
"Honu Poke & Matcha Bar",4.04,"Hawaii","Kemang",,"Jl. Kemang Selatan No. 125, Kemang, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/honu-poke-dan-matcha-bar-kemang"
"Sushi Tei",4.03,"Jepang","Thamrin","Grand Indonesia Mall, Lantai Lower Ground, West Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/sushi-tei-thamrin"
"Evlogia Cafe & Co",4.07,"Kafe","Senopati",,"Jl. Cisanggiri I No. 6, Senopati, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/evlogia-cafe-dan-co-senopati"
"LaWang Jogja Resto",4.36,"Indonesia","Cimanggis",,"Jl. Danau Cibubur Asri V-A Kav 144, Cimanggis, Depok",0,50000,"https://pergikuliner.com/restaurants/depok/lawang-jogja-resto-cimanggis"
"Tata Cakery",4.33,"Kafe","Gading Serpong","Ruko Bolsena, Blok B No. 12","Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",50000,100000,"https://pergikuliner.com/restaurants/tangerang/tata-cakery-gading-serpong"
"Pondok Kemangi",4.01,"Indonesia","Pluit",,"Jl. Pluit Samudra No. 10, Pluit, Penjaringan, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pondok-kemangi-pluit"
"Futago Ya",4.1,"Jepang","Blok M",,"Jl. Sultan Hasanudin Dalam No. 24, Blok M, Kebayoran Baru, Jakarta Selatan",50000,100000,"https://pergikuliner.com/restaurants/jakarta/futago-ya-blok-m"
"The People's Cafe",4.2,"Kafe","Kuningan","Menara Rajawali, Lantai Ground, Kawasan Mega Kuningan","Jl. Dr. Ide Anak Agung Gde Agung, Kuningan, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-people-s-cafe-kuningan"
"Sejiwa Coffee",4.16,"Kafe","Ciumbuleuit",,"Jl. Kiputih No. 1A, Ciumbuleuit, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/sejiwa-coffee-ciumbuleuit"
"BlackBarn Coffee",4.16,"Kafe","Tegalsari",,"Jl. Untung Suropati No. 79, Tegalsari, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/blackbarn-coffee-tegalsari"
"Ojju",4.08,"Korea","Slipi","Central Park, Lantai Lower Ground","Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,100000,"https://pergikuliner.com/restaurants/jakarta/ojju-slipi"
"Marugame Udon",4.1,"Jepang","Riau",,"Jl. LLRE Martadinata No. 112, Riau, Bandung",50000,100000,"https://pergikuliner.com/restaurants/bandung/marugame-udon-riau"
"Pizzeria Cavalese",4.09,"Italia","Sunter","Ruko Green Lake Sunter, Blok TBS No. R","Jl. Danau Sunter Selatan, Sunter, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/pizzeria-cavalese-sunter"
"MOREAU Chocolatier's Cafe",4.1,"Kafe","Kemang",,"Jl. Kemang Raya No. 31, Kemang, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/moreau-chocolatier-s-cafe-kemang-3"
"Orbit Gelato",4.07,"Es Krim","Pantai Indah Kapuk","Ruko Garden House, Blok B No. 1, Bukit Golf Mediterania","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",0,50000,"https://pergikuliner.com/restaurants/jakarta/orbit-gelato-pantai-indah-kapuk"
"The Neighbourhood",4.22,"Barat","Senopati",,"Jl. Cipaku I No. 85, Senopati, Kebayoran Baru, Jakarta Selatan",100000,200000,"https://pergikuliner.com/restaurants/jakarta/the-neighbourhood-senopati"
"Dapur Cokelat",4.23,"Toko Kue","Gubeng","Ruko Central Bisnis, Blok D No. 40","Jl. Biliton, Gubeng, Surabaya",50000,100000,"https://pergikuliner.com/restaurants/surabaya/dapur-cokelat-gubeng"
"Kopi Titikoma",4.19,"Kafe","Medan Satria","Kota Harapan Indah, Blok A3 No. 20","Jl. Raya Boulevard Hijau, Medan Satria, Bekasi",0,50000,"https://pergikuliner.com/restaurants/bekasi/kopi-titikoma-medan-satria"
"Kedai Asmara",4.53,"Indonesia","Riau",,"Jl. LLRE Martadinata No. 102, Riau, Bandung",0,50000,"https://pergikuliner.com/restaurants/bandung/kedai-asmara-riau"
"Sushi Sei",4.28,"Jepang","Senayan","Plaza Senayan, Lantai 4","Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,,"https://pergikuliner.com/restaurants/jakarta/sushi-sei-senayan"
"KOI The",4.35,"Kafe","Kemang","Kemang Village (Lippo Mall Kemang), Lantai Ground","Jl. Pangeran Antasari, Kemang, Jakarta Selatan",0,50000,"https://pergikuliner.com/restaurants/jakarta/koi-the-kemang"
"KOI The",4.08,"Kafe","Karawaci","Supermal Karawaci, Lantai Ground","Jl. Boulevard Diponegoro No. 105, Karawaci, Tangerang",0,50000,"https://pergikuliner.com/restaurants/tangerang/koi-the-karawaci"
"Ippeke Komachi",4.02,"Jepang","Kelapa Gading","Mal Kelapa Gading 3, Lantai Ground","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",100000,200000,"https://pergikuliner.com/restaurants/jakarta/ippeke-komachi-kelapa-gading"
"7D Seven Days Kitchen & Bar",4.12,"Barat","Puri","St Moritz Mall (Lippo Mall Puri), Lantai Ground","Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",100000,200000,"https://pergikuliner.com/restaurants/jakarta/7d-seven-days-kitchen-dan-bar-puri"
